71.9650778904073,72.3465284577371,71.1212943251497,75.0012024533307,71.6478527599253
55.928269640305,75.1708111846998,83.070992388054,62.0859781288679,56.0511490189921
47.8955960219906,25.7179124038468,19.655521521265,83.2859023531481,53.4727687379985
100,100,100,100,100
79.8788692280846,90.1560996555567,72.180472116412,82.1297290017207,92.6576436518132
89.800000038743,89.6892626999675,89.800000038743,89.800000038743,81.6400001001358
89.800000038743,100,89.6400001895428,100,100
100,100,100,100,100
83.890566230043,85.4802487126488,82.987418973386,85.1407014110012,79.3037055119057
100,100,100,81.6400001001358,100
76.457869760757,72.3255307189235,100,100,89.800000038743
100,100,100,100,100
100,100,100,100,100
100,100,100,100,100
100,100,100,100,100
100,100,100,100,100
-11.7486427186646,12.1762118142359,8.32665737756213,-10.4566706508585,12.5206484344419
-0.37367753589033,-8.90239171710236,-2.43048707154876,-14.3225457793485,-0.942859492088761
-25.401612065524,1.72161627044137,-22.507292298559,-14.9947113886801,-33.1620698208931
100,100,100,100,100
61.3337666491876,42.0717601534902,66.5489825479023,58.4598621019115,55.2317334039656
81.6400001001358,100,81.6400001001358,89.800000038743,100
89.800000038743,89.800000038743,89.800000038743,100,75.1120001735687
100,100,100,100,100
58.1462992772107,44.2091907940557,49.529778487331,46.4753047138258,49.6303213545803
100,100,89.800000038743,89.800000038743,100
59.0705962909008,89.800000038743,89.800000038743,89.800000038743,100
100,100,100,100,100
100,100,100,100,100
100,100,100,100,100
100,100,100,100,100
100,100,100,100,100


status encounters counters
15177,98,108,0,76,6,3,0,130,2,3,0,0,0,0,0,389,70,81,0,29,5,6,0,33,2,5,0,0,0,0,0
